Starting sending rate = 2.24e+06
server is ready at port: 9000
Starting sending rate = 2.24e+06
new connection: 10.0.0.2:51526
Recv Rate(Mb/s)	RTT(ms)	Packets Recvd
2.0783		10000	183		
2.39908		10000	206		
2.82033		10000	243		
3.51712		10000	302		
4.57689		10000	393		
6.57985		10000	565		
11.9021		10000	1022		
35.9164		10000	3084		
138.489		10000	11891		
143.409		10000	12314		
138.771		10000	11916		
162.265		10000	13933		
189.132		10000	16240		
214.903		10000	18453		
216.032		10000	18550		
215.485		10000	18503		
219.347		10000	18836		
216.918		10000	18626		
219.468		10000	18845		
216.417		10000	18583		
211.988		10000	18203		
217.584		10000	18683		
221.715		10000	19038		
218.804		10000	18788		
222.789		10000	19130		
219.748		10000	18868		
219.467		10000	18845		
216.162		10000	18561		
214.845		10000	18448		
Starting sending rate = 2.24e+06
220.646		10000	18946		
new connection: 10.0.0.2:51869
Recv Rate(Mb/s)	RTT(ms)	Packets Recvd
0		10000	0		
2.08359		10000	183		
0		10000	0		
2.3874		10000	205		
0		10000	0		
2.84164		10000	244		
0		10000	0		
3.49385		10000	300		
0		10000	0		
4.5536		10000	391		
0		10000	0		
6.56836		10000	564		
0		10000	0		
11.8323		10000	1016		
0		10000	0		
39.0373		10000	3352		
0		10000	0		
57.2642		10000	4917		
0		10000	0		
76.9794		10000	6610		
0		10000	0		
97.3261		10000	8357		
0		10000	0		
108.25		10000	9295		
0		10000	0		
100.657		10000	8643		
0		10000	0		
99.0038		10000	8501		
0		10000	0		
103.207		10000	8862		
0		10000	0		
95.208		10000	8175		
0		10000	0		
104.638		10000	8985		
0		10000	0		
124.658		10000	10704		
0		10000	0		
171.497		10000	14726		
0		10000	0		
191.514		10000	16445		
0		10000	0		
219.609		10000	18857		
0		10000	0		
221.751		10000	19041		
0		10000	0		
217.909		10000	18711		
0		10000	0		
218.479		10000	18760		
0		10000	0		
222.216		10000	19081		
0		10000	0		
222.369		10000	19094		
0		10000	0		
211.979		10000	18202		
0		10000	0		
215.6		10000	18513		
0		10000	0		
211.768		10000	18184		
0		10000	0		
212.924		10000	18283		
0		10000	0		
217.932		10000	18713		
0		10000	0		
215.582		10000	18511		
0		10000	0		
209.455		10000	17987		
0		10000	0		
217.967		10000	18716		
0		10000	0		
218.845		10000	18792		
0		10000	0		
211.341		10000	18147		
0		10000	0		
212.484		10000	18246		
0		10000	0		
210.981		10000	18116		
0		10000	0		
216.636		10000	18602		
0		10000	0		
216.024		10000	18549		
0		10000	0		
215.3		10000	18487		
0		10000	0		
219.363		10000	18836		
0		10000	0		
212.655		10000	18260		
0		10000	0		
216.954		10000	18629		
0		10000	0		
217.526		10000	18678		
0		10000	0		
215.149		10000	18474		
0		10000	0		
218.538		10000	18765		
0		10000	0		
214.835		10000	18447		
0		10000	0		
216.571		10000	18596		
0		10000	0		
215.82		10000	18531		
0		10000	0		
224.524		10000	19279		
0		10000	0		
212.482		10000	18245		
0		10000	0		
213.927		10000	18369		
0		10000	0		
220.847		10000	18964		
0		10000	0		
220.902		10000	18968		
0		10000	0		
218.579		10000	18770		
0		10000	0		
221.46		10000	19037		
0		10000	0		
220.544		10000	18937		
0		10000	0		
220.798		10000	18959		
0		10000	0		
218.887		10000	18795		
0		10000	0		
217.419		10000	18669		
0		10000	0		
214.264		10000	18398		
0		10000	0		
214.379		10000	18408		
0		10000	0		
222.043		10000	19066		
0		10000	0		
220.774		10000	18957		
0		10000	0		
218.415		10000	18755		
0		10000	0		
218.475		10000	18760		
0		10000	0		
216.688		10000	18606		
0		10000	0		
215.523		10000	18506		
0		10000	0		
211.396		10000	18152		
0		10000	0		
217.725		10000	18695		
0		10000	0		
220.264		10000	18913		
0		10000	0		
218.244		10000	18740		
0		10000	0		
216.149		10000	18559		
0		10000	0		
219.62		10000	18858		
0		10000	0		
217.045		10000	18637		
0		10000	0		
216.56		10000	18595		
0		10000	0		
212.654		10000	18260		
0		10000	0		
218.059		10000	18724		
0		10000	0		
214.989		10000	18460		
0		10000	0		
220.618		10000	18944		
0		10000	0		
214.66		10000	18432		
0		10000	0		
221.742		10000	19040		
0		10000	0		
216.79		10000	18615		
0		10000	0		
217.838		10000	18705		
0		10000	0		
219.282		10000	18829		
0		10000	0		
210.861		10000	18106		
0		10000	0		
215.812		10000	18531		
0		10000	0		
213.737		10000	18353		
0		10000	0		
216.04		10000	18552		
0		10000	0		
213.961		10000	18372		
0		10000	0		
218.511		10000	18763		
0		10000	0		
215.82		10000	18532		
0		10000	0		
217.229		10000	18653		
0		10000	0		
212.47		10000	18247		
0		10000	0		
220.586		10000	18941		
0		10000	0		
215.114		10000	18471		
0		10000	0		
212.55		10000	18251		
0		10000	0		
212.881		10000	18279		
0		10000	0		
216.628		10000	18601		
0		10000	0		
215.444		10000	18500		
0		10000	0		
213.778		10000	18357		
0		10000	0		
214.729		10000	18438		
0		10000	0		
213.682		10000	18348		
0		10000	0		
212.889		10000	18281		
0		10000	0		
216.92		10000	18626		
0		10000	0		
217.005		10000	18634		
0		10000	0		
212.585		10000	18254		
0		10000	0		
211.887		10000	18194		
0		10000	0		
214.892		10000	18452		
0		10000	0		
214.562		10000	18427		
0		10000	0		
215.341		10000	18492		
0		10000	0		
208.788		10000	17928		
0		10000	0		
214.358		10000	18406		
0		10000	0		
216.89		10000	18623		
0		10000	0		
212.1		10000	18212		
0		10000	0		
216.687		10000	18606		
0		10000	0		
215.149		10000	18474		
0		10000	0		
210.968		10000	18115		
0		10000	0		
217.99		10000	18718		
0		10000	0		
215.975		10000	18545		
0		10000	0		
221.903		10000	19054		
0		10000	0		
213.727		10000	18352		
0		10000	0		
224.779		10000	19301		
0		10000	0		
219.833		10000	18877		
0		10000	0		
211.225		10000	18137		
0		10000	0		
218.698		10000	18779		
0		10000	0		
210.256		10000	18054		
0		10000	0		
217.699		10000	18693		
0		10000	0		
217.969		10000	18716		
0		10000	0		
224.069		10000	19240		
0		10000	0		
222.802		10000	19131		
0		10000	0		
218.625		10000	18774		
0		10000	0		
218.933		10000	18799		
0		10000	0		
215.512		10000	18505		
0		10000	0		
219.692		10000	18864		
0		10000	0		
211.947		10000	18199		
0		10000	0		
213.927		10000	18369		
0		10000	0		
214.581		10000	18425		
0		10000	0		
216.839		10000	18620		
0		10000	0		
210.765		10000	18098		
0		10000	0		
217.885		10000	18709		
0		10000	0		
214.042		10000	18379		
0		10000	0		
214.289		10000	18400		
0		10000	0		
212.735		10000	18267		
0		10000	0		
213.329		10000	18318		
0		10000	0		
214.808		10000	18445		
0		10000	0		
211.224		10000	18137		
0		10000	0		
208.577		10000	17910		
0		10000	0		
212.356		10000	18234		
