1	14.1141	1.10251	1267	2
2	17.5738	1.16693	2776	2
3	17.2013	1.2065	4253	2
4	17.3058	1.04596	5739	2
5	17.0732	1.17833	7205	2
6	17.3232	0.783217	8693	3
7	16.8983	0.922873	10144	5
8	17.3526	1.18081	11634	5
9	17.1428	1.11918	13106	5
10	17.4223	1.03123	14602	6
11	16.9291	1.28997	16056	6
12	17.2587	1.16245	17538	6
13	17.0457	1.12532	19002	6
14	17.0339	1.27606	20465	6
15	16.7352	0.933688	21902	8
16	17.1853	1.23074	23378	9
17	17.2485	1.14384	24860	9
18	17.3175	1.23387	26347	9
19	17.4582	1.10341	27846	9
20	17.4924	1.1703	29348	9
21	17.2903	1.12955	30833	9
22	16.6422	0.924882	32262	11
23	16.8513	1.05005	33709	11
24	17.4689	1.0158	35209	11
25	17.802	0.962772	36738	11
26	17.8764	1.15176	38273	11
27	16.6033	0.887605	39699	11
28	16.5337	0.969663	41119	13
29	17.7365	1.26917	42642	13
30	18.3427	1.26531	44218	13
31	18.3656	1.26175	45795	13
32	18.3265	1.3241	47369	13
33	18.8895	1.15837	48991	13
34	18.9432	1.12363	50618	13
35	18.1989	0.970239	52181	13
36	20.5374	0.976426	53945	13
37	18.9712	1.00135	55574	13
38	19.3034	1.0739	57232	13
39	20.0305	1.18539	58952	13
40	19.3439	0.715199	60613	13
41	19.6879	1.19655	62304	13
42	20.6077	0.916424	64074	13
43	19.5361	1.05305	65752	13
44	16.8235	1.29055	67197	13
