1	16.4724	0.890077	1484	2
2	16.349	0.93025	2888	2
3	16.5372	0.982039	4308	2
4	16.6641	1.18038	5739	2
5	17.0903	1.12647	7207	2
6	17.0031	1.00568	8667	2
7	16.4385	1.03766	10079	2
8	16.2173	1.24876	11472	2
9	16.52	1.27507	12891	2
10	16.3742	1.00627	14297	2
11	16.357	1.08403	15702	2
12	16.9403	1.29461	17157	2
13	16.5827	1.02336	18581	2
14	16.8099	1.02671	20025	2
15	16.6887	1.10291	21458	2
16	16.7773	1.0842	22899	2
17	16.5714	1.07388	24322	2
18	16.6725	1.17329	25754	2
19	16.6422	1.06277	27183	2
20	16.7891	0.922982	28625	2
21	16.7184	1.21356	30061	2
22	16.881	1.06353	31511	2
23	16.846	0.99418	32958	2
24	16.6135	0.925171	34385	2
25	18.3773	1.13099	35963	2
26	17.1195	0.957777	37433	2
27	17.172	1.0438	38908	2
28	16.6015	0.989489	40334	2
29	17.7716	0.960356	41860	2
30	17.6613	1.19564	43377	2
31	17.6257	1.07367	44891	2
32	17.4748	0.983739	46392	2
33	16.8511	1.23305	47839	2
34	16.428	1.08311	49250	2
35	16.761	1.12714	50691	2
36	16.8818	1.0899	52141	2
37	17.0568	0.902342	53606	2
