1	14.0212	1.21086	1264	4
2	15.4723	1.15994	2593	4
3	15.4657	1.20842	3921	4
4	15.7517	1.33816	5274	4
5	17.4051	1.16921	6769	4
6	16.8747	0.987654	8218	4
7	16.9978	1.04437	9678	4
8	16.5553	0.966994	11100	4
9	16.7584	0.962732	12539	4
10	16.6952	1.01065	13973	4
11	16.5668	1.28464	15396	4
12	16.846	0.913666	16843	4
13	16.5097	1.00574	18261	5
14	16.7806	0.9893	19702	5
15	16.7295	1.1442	21139	5
16	16.6489	1.01209	22569	5
17	16.4907	0.988237	23985	5
18	16.5597	1.0712	25407	5
19	16.4975	0.993968	26824	5
20	16.7538	1.17369	28263	5
21	16.2374	1.09868	29658	5
22	16.5094	1.07445	31076	5
23	16.6716	1.08803	32508	5
24	17.1311	1.042	33979	5
25	16.8699	1.10694	35428	5
26	16.4151	1.23652	36838	5
27	16.4267	1.0469	38249	5
28	16.51	1.00789	39667	5
29	17.3594	1.05621	41158	5
30	16.5954	0.954418	42583	5
31	17.2542	1.10093	44065	5
32	17.4105	0.92128	45560	5
33	17.4518	1.00206	47059	5
34	17.5215	1.11972	48564	5
35	18.0799	1.08515	50117	7
