1	14.2222	1.33796	1269	52
2	16.3908	1.21707	2677	52
3	14.8214	1.30629	3950	52
4	15.845	1.27628	5311	53
5	22.5184	1.25807	7245	54
6	24.8056	1.39873	9375	56
7	21.9466	1.41674	11260	56
8	22.6105	1.41293	13202	56
9	35.5109	0.400637	16252	57
10	15.3808	1.5191	17573	57
11	15.1099	0.985735	18871	57
12	21.2594	0.854753	20697	58
13	15.9165	1.1488	22064	58
14	21.622	0.943629	23921	58
15	30.7572	1.10891	26562	60
16	19.0054	1.20886	28194	61
17	18.3953	0.194026	29774	61
18	23.5291	0.927319	31795	70
19	16.2531	1.04947	33191	70
20	32.1664	1.13274	35954	70
21	15.9625	1.30485	37325	70
22	22.064	1.08937	39220	70
23	16.6487	0.985255	40650	70
24	16.2426	1.05513	42045	70
25	18.3373	1.10582	43620	70
26	21.8978	1.0132	45501	70
27	30.855	1.01649	48151	70
28	22.4652	0.964095	50080	70
29	22.8608	1.22946	52043	82
30	22.4877	0.963988	53974	113
31	106.596	1.05313	63129	113
32	23.427	1.06808	65141	113
33	19.5958	0.957565	66824	115
34	16.6387	1.06985	68253	117
35	16.2078	1.02141	69645	117
36	17.2676	0.99849	71128	118
37	15.8819	1.16504	72492	118
38	17.6512	1.09521	74008	120
39	20.1365	1.35877	75737	127
40	16.3157	0.988413	77138	127
41	16.1378	1.00996	78524	127
42	16.3581	1.30789	79929	127
43	15.9745	1.00506	81301	127
44	16.0214	1.0519	82677	127
45	17.2594	1.03153	84159	127
