1	9.61186	0.207168	866	3
2	18.9999	1.05768	2499	4
3	16.8284	0.972401	3944	4
4	16.7806	1.05593	5385	4
5	17.0208	1.07117	6847	4
6	17.0845	1.13552	8314	4
7	17.1264	1.11016	9785	4
8	17.0889	0.95598	11253	4
9	16.8515	0.941214	12700	4
10	16.5898	1.21121	14125	4
11	16.7183	1.18563	15561	4
12	16.729	1.05343	16998	4
13	17.0684	1.02677	18464	4
14	16.7655	1.0487	19904	4
15	16.7762	1.03035	21345	4
16	16.7306	1.06952	22782	4
17	16.7647	0.918912	24222	4
18	16.9162	0.947163	25675	4
19	16.6142	1.11064	27102	4
20	16.7583	0.949214	28541	4
21	16.777	0.945583	29982	4
22	16.5963	1.06619	31407	4
23	16.8167	1.15017	32851	4
24	16.5781	0.987812	34275	4
25	16.9912	0.939961	35734	4
26	16.6595	0.958311	37165	4
27	16.8928	0.953709	38616	4
28	17.0676	0.959314	40082	4
29	16.8353	1.02632	41528	4
30	16.5718	1.09628	42951	4
31	16.6374	0.955156	44380	4
32	17.1347	0.985635	45852	4
33	17.5679	1.04059	47361	4
34	17.618	0.970329	48875	4
35	17.4054	0.967286	50370	4
