1	21.8376	1.06756	1964	1
2	14.8093	1.3709	3236	1
3	14.8679	1.09811	4513	1
4	14.6931	1.06406	5775	2
5	14.7275	1.05165	7040	3
6	14.6932	1.05732	8302	4
7	14.693	1.07968	9564	4
8	14.6575	1.06901	10823	4
9	14.6461	1.17722	12081	4
10	14.7556	1.31722	13348	4
11	14.7146	1.10386	14612	4
12	14.7081	1.13914	15875	4
13	14.7625	1.23192	17143	4
14	14.9607	0.952015	18428	5
15	14.7745	1.40504	19697	5
16	14.8433	1.04555	20972	8
17	14.5996	1.04723	22226	9
18	15.8456	0.974812	23587	9
19	16.089	0.938245	24969	9
20	16.0899	1.07006	26351	9
21	16.0667	0.962927	27731	9
22	16.2926	0.962473	29130	9
23	16.0914	1.04383	30512	9
24	16.1832	0.844759	31902	9
25	16.2928	0.985596	33301	9
26	16.3578	1.04305	34706	9
27	16.0323	1.05975	36083	9
28	16.1247	0.96869	37468	9
29	15.9624	1.21135	38839	9
30	16.6257	0.981806	40267	9
31	16.3927	1.11607	41675	9
32	16.3811	0.968599	43082	9
33	16.0666	1.00713	44462	9
34	15.6637	1.03969	45807	9
35	16.1297	1.10684	47192	9
36	16.0329	0.936108	48569	9
37	15.798	1.20832	49926	9
38	16.0909	1.05684	51308	9
39	16.2181	1.05483	52701	9
40	16.0202	1.19772	54077	9
41	15.9899	1.08292	55450	9
42	16.1722	1.14157	56839	9
